date,state,hospitalizedCurrently,death,positiveIncrease
2020-06-30,NJ,992,15035,395
2020-06-30,NM,119,493,173
2020-06-30,NV,593,507,562
2020-06-30,NY,891,24855,524
2020-06-30,OH,722,2863,743
2020-06-30,OK,315,387,585
2020-06-30,OR,149,207,171
2020-06-30,PA,634,6649,618
2020-06-30,PR,102,153,215
2020-06-30,RI,74,950,40
2020-06-30,SC,1021,739,1755
2020-06-30,SD,62,91,48
2020-06-30,TN,886,604,1212
2020-06-30,TX,6533,2424,6975
2020-06-30,UT,250,172,553
2020-06-30,VA,902,1763,598
2020-06-30,VI,,6,3
2020-06-30,VT,16,56,0
2020-06-30,WA,282,1320,501
2020-06-30,WI,242,784,629
2020-06-30,WV,27,93,35
2020-06-30,WY,6,20,37
2020-06-29,AK,16,14,21
2020-06-29,AL,715,929,1734
2020-06-29,AR,300,265,947
2020-06-29,AS,,0,0
2020-06-29,AZ,2721,1588,625
2020-06-29,CA,6179,5936,5307
2020-06-29,CO,234,1482,285
2020-06-29,CT,99,4320,59
2020-06-29,DC,121,551,44
2020-06-29,DE,72,507,150
2020-06-29,FL,,3546,5266
2020-06-29,GA,1359,2784,2207
2020-06-29,GU,0,5,7
2020-06-29,HI,,18,27
2020-06-29,IA,119,708,293
2020-06-29,ID,42,91,0
2020-06-29,IL,1501,7103,738
2020-06-29,IN,626,2624,298
2020-06-29,KS,,270,905
2020-06-29,KY,381,560,115
2020-06-29,LA,737,3199,845
2020-06-29,MA,762,8095,101
2020-06-29,MD,447,3175,477
2020-06-29,ME,31,105,28
2020-06-29,MI,557,6161,277
2020-06-29,MN,278,1470,312
2020-06-29,MO,599,998,468
2020-06-29,MP,,2,0
2020-06-29,MS,719,1059,675
2020-06-29,MT,13,22,56
2020-06-29,NC,843,1325,1342
2020-06-29,ND,25,77,44
2020-06-29,NE,117,267,124
2020-06-29,NH,34,367,43
2020-06-29,NJ,978,14992,90
2020-06-29,NM,114,492,190
2020-06-29,NV,555,504,734
2020-06-29,NY,853,24842,391
2020-06-29,OH,669,2818,737
2020-06-29,OK,329,385,178
2020-06-29,OR,151,204,144
2020-06-29,PA,635,6614,492
2020-06-29,PR,104,153,61
2020-06-29,RI,73,946,36
2020-06-29,SC,1032,720,1324
2020-06-29,SD,70,91,35
2020-06-29,TN,839,592,2125
2020-06-29,TX,5913,2403,4283
2020-06-29,UT,254,168,564
2020-06-29,VA,796,1740,453
2020-06-29,VI,,6,0
2020-06-29,VT,13,56,6
2020-06-29,WA,270,1310,348
2020-06-29,WI,237,784,326
2020-06-29,WV,28,93,53
2020-06-29,WY,7,20,33
2020-06-28,AK,12,14,29
2020-06-28,AL,655,919,358
2020-06-28,AR,278,259,570
2020-06-28,AS,,0,0
2020-06-28,AZ,2691,1588,3857
2020-06-28,CA,5956,5905,4810
2020-06-28,CO,235,1482,226
2020-06-28,CT,103,4316,97
2020-06-28,DC,126,550,32
2020-06-28,DE,78,507,135
2020-06-28,FL,,3518,8530
2020-06-28,GA,1236,2778,2225
2020-06-28,GU,1,5,0
2020-06-28,HI,,18,6
2020-06-28,IA,118,705,477
2020-06-28,ID,42,91,171
2020-06-28,IL,1464,7089,646
2020-06-28,IN,617,2619,355
2020-06-28,KS,,264,0
2020-06-28,KY,386,558,373
2020-06-28,LA,715,3199,1467
2020-06-28,MA,748,8060,224
2020-06-28,MD,446,3168,327
2020-06-28,ME,31,104,37
2020-06-28,MI,557,6158,267
2020-06-28,MN,288,1460,516
2020-06-28,MO,412,997,314
2020-06-28,MP,,2,0
2020-06-28,MS,676,1039,361
2020-06-28,MT,11,22,11
2020-06-28,NC,890,1322,1605
2020-06-28,ND,24,77,37
2020-06-28,NE,123,267,251
2020-06-28,NH,35,367,46
2020-06-28,NJ,1014,14975,309
2020-06-28,NM,122,491,211
2020-06-28,NV,511,500,821
2020-06-28,NY,869,24835,616
2020-06-28,OH,661,2807,854
2020-06-28,OK,329,385,352
2020-06-28,OR,149,202,247
2020-06-28,PA,648,6579,1126
2020-06-28,PR,99,153,123
2020-06-28,RI,91,927,22
2020-06-28,SC,954,716,1381
2020-06-28,SD,75,91,55
2020-06-28,TN,800,584,0
2020-06-28,TX,5497,2393,5357
2020-06-28,UT,289,167,472
2020-06-28,VA,818,1732,489
2020-06-28,VI,,6,0
2020-06-28,VT,15,56,2
2020-06-28,WA,304,1310,549
2020-06-28,WI,239,777,480
2020-06-28,WV,32,93,56
2020-06-28,WY,5,20,25
2020-06-27,AK,11,14,18
2020-06-27,AL,655,919,900
2020-06-27,AR,284,249,678
2020-06-27,AS,,0,0
2020-06-27,AZ,2577,1579,3503
2020-06-27,CA,5790,5872,5972
2020-06-27,CO,226,1482,317
2020-06-27,CT,106,4311,147
2020-06-27,DC,136,548,31
2020-06-27,DE,83,507,74
2020-06-27,FL,,3489,9585
2020-06-27,GA,1178,2776,1990
2020-06-27,GU,1,5,0
2020-06-27,HI,,17,16
2020-06-27,IA,131,704,326
2020-06-27,ID,35,90,283
2020-06-27,IL,1516,7074,786
2020-06-27,IN,595,2616,435
2020-06-27,KS,,264,0
2020-06-27,KY,387,553,0
2020-06-27,LA,700,3190,0
2020-06-27,MA,769,8041,373
2020-06-27,MD,478,3157,335
2020-06-27,ME,24,104,52
2020-06-27,MI,557,6153,350
2020-06-27,MN,300,1452,417
2020-06-27,MO,680,996,347
2020-06-27,MP,,2,0
2020-06-27,MS,731,1035,465
2020-06-27,MT,9,22,23
2020-06-27,NC,888,1312,1719
2020-06-27,ND,23,77,37
2020-06-27,NE,125,266,178
2020-06-27,NH,32,365,0
2020-06-27,NJ,1103,14948,289
2020-06-27,NM,128,489,216
2020-06-27,NV,503,500,1099
2020-06-27,NY,908,24830,703
2020-06-27,OH,561,2804,817
2020-06-27,OK,329,384,299
2020-06-27,OR,149,202,276
2020-06-27,PA,651,6579,0
2020-06-27,PR,105,152,144
2020-06-27,RI,91,927,36
2020-06-27,SC,908,711,1604
2020-06-27,SD,73,91,91
2020-06-27,TN,705,584,728
2020-06-27,TX,5523,2366,5747
2020-06-27,UT,287,167,578
2020-06-27,VA,819,1724,677
2020-06-27,VI,,6,0
2020-06-27,VT,14,56,2
2020-06-27,WA,305,1304,488
2020-06-27,WI,249,777,559
2020-06-27,WV,33,93,49
2020-06-27,WY,5,20,24
2020-06-26,AK,12,14,20
2020-06-26,AL,658,907,977
2020-06-26,AR,284,240,0
2020-06-26,AS,,0,0
2020-06-26,AZ,2110,1535,3518
2020-06-26,CA,5639,5812,4890
2020-06-26,CO,247,1475,324
2020-06-26,CT,127,4307,65
2020-06-26,DC,147,546,26
2020-06-26,DE,78,507,37
2020-06-26,FL,,3464,8942
2020-06-26,GA,1184,2770,1900
2020-06-26,GU,1,5,3
2020-06-26,HI,,17,15
2020-06-26,IA,141,704,489
2020-06-26,ID,44,90,220
2020-06-26,IL,1516,7048,910
2020-06-26,IN,692,2595,485
2020-06-26,KS,,264,568
2020-06-26,KY,387,553,242
2020-06-26,LA,700,3190,1354
2020-06-26,MA,791,8013,233
2020-06-26,MD,487,3142,338
2020-06-26,ME,28,103,32
2020-06-26,MI,557,6134,340
2020-06-26,MN,335,1446,493
2020-06-26,MO,600,990,493
2020-06-26,MP,,2,0
2020-06-26,MS,769,1022,550
2020-06-26,MT,14,22,26
2020-06-26,NC,892,1303,1635
2020-06-26,ND,23,77,28
2020-06-26,NE,126,260,125
2020-06-26,NH,32,365,73
2020-06-26,NJ,1118,14914,388
2020-06-26,NM,135,485,202
2020-06-26,NV,471,498,381
2020-06-26,NY,951,24814,805
2020-06-26,OH,624,2788,987
2020-06-26,OK,308,377,395
2020-06-26,OR,149,202,250
2020-06-26,PA,661,6579,600
2020-06-26,PR,89,151,45
2020-06-26,RI,91,927,69
2020-06-26,SC,906,694,1313
2020-06-26,SD,79,88,56
2020-06-26,TN,741,577,1410
2020-06-26,TX,5102,2324,5707
2020-06-26,UT,238,166,676
2020-06-26,VA,854,1700,624
2020-06-26,VI,,6,1
2020-06-26,VT,14,56,7
2020-06-26,WA,272,1300,498
2020-06-26,WI,262,766,563
2020-06-26,WV,33,92,51
2020-06-26,WY,5,20,42
2020-06-25,AK,14,12,24
2020-06-25,AL,693,896,1142
2020-06-25,AR,284,240,687
2020-06-25,AS,,0,0
2020-06-25,AZ,2453,1490,3056
2020-06-25,CA,5522,5733,5349
2020-06-25,CO,247,1457,262
2020-06-25,CT,122,4298,81
2020-06-25,DC,157,543,31
2020-06-25,DE,93,507,91
2020-06-25,FL,,3423,5004
2020-06-25,GA,1135,2745,1714
2020-06-25,GU,0,5,14
2020-06-25,HI,,17,16
2020-06-25,IA,137,695,492
2020-06-25,ID,41,90,243
2020-06-25,IL,1626,7014,894
2020-06-25,IN,723,2586,515
2020-06-25,KS,,261,0
2020-06-25,KY,377,546,254
2020-06-25,LA,653,3164,938
2020-06-25,MA,822,7963,226
2020-06-25,MD,511,3129,440
2020-06-25,ME,25,103,53
2020-06-25,MI,557,6133,434
2020-06-25,MN,336,1441,360
2020-06-25,MO,546,982,553
2020-06-25,MP,,2,0
2020-06-25,MS,755,1016,1092
2020-06-25,MT,15,21,37
2020-06-25,NC,891,1284,1009
2020-06-25,ND,25,76,31
2020-06-25,NE,131,257,129
2020-06-25,NH,49,347,27
2020-06-25,NJ,1182,14872,304
2020-06-25,NM,149,480,152
2020-06-25,NV,467,495,497
2020-06-25,NY,996,24800,749
2020-06-25,OH,624,2772,892
2020-06-25,OK,277,375,438
2020-06-25,OR,189,197,124
2020-06-25,PA,704,6557,579
2020-06-25,PR,85,151,57
2020-06-25,RI,103,920,45
2020-06-25,SC,881,693,1125
2020-06-25,SD,79,87,60
2020-06-25,TN,741,567,799
2020-06-25,TX,4739,2296,5996
2020-06-25,UT,230,164,590
2020-06-25,VA,854,1675,432
2020-06-25,VI,,6,2
2020-06-25,VT,15,56,7
2020-06-25,WA,304,1293,483
2020-06-25,WI,249,766,464
2020-06-25,WV,24,92,32
2020-06-25,WY,7,20,47
2020-06-24,AK,16,12,14
2020-06-24,AL,667,891,967
2020-06-24,AR,267,240,697
2020-06-24,AS,,0,0
2020-06-24,AZ,2270,1463,1795
2020-06-24,CA,5399,5632,7149
2020-06-24,CO,238,1455,188
2020-06-24,CT,124,4287,14
2020-06-24,DC,167,541,34
2020-06-24,DE,85,505,42
2020-06-24,FL,,3377,5511
2020-06-24,GA,1124,2698,1703
2020-06-24,GU,0,5,6
2020-06-24,HI,,17,3
2020-06-24,IA,140,692,332
2020-06-24,ID,31,89,148
2020-06-24,IL,1614,6974,715
2020-06-24,IN,701,2578,269
2020-06-24,KS,,261,505
2020-06-24,KY,335,538,222
2020-06-24,LA,631,3152,882
2020-06-24,MA,939,7938,172
2020-06-24,MD,544,3108,330
2020-06-24,ME,26,103,23
2020-06-24,MI,557,6114,358
2020-06-24,MN,340,1432,294
2020-06-24,MO,546,975,725
2020-06-24,MP,,2,0
2020-06-24,MS,767,1011,526
2020-06-24,MT,17,21,23
2020-06-24,NC,906,1266,1721
2020-06-24,ND,27,74,42
2020-06-24,NE,125,256,135
2020-06-24,NH,51,343,13
2020-06-24,NJ,1196,12995,158
2020-06-24,NM,141,476,144
2020-06-24,NV,439,494,365
2020-06-24,NY,1071,24782,581
2020-06-24,OH,592,2755,632
2020-06-24,OK,268,372,482
2020-06-24,OR,185,195,170
2020-06-24,PA,707,6518,495
2020-06-24,PR,80,149,135
2020-06-24,RI,104,912,51
2020-06-24,SC,832,683,1284
2020-06-24,SD,81,84,66
2020-06-24,TN,696,556,932
2020-06-24,TX,4389,2249,5551
2020-06-24,UT,245,163,484
2020-06-24,VA,886,1661,520
2020-06-24,VI,,6,2
2020-06-24,VT,13,56,20
2020-06-24,WA,234,1284,516
2020-06-24,WI,239,757,466
2020-06-24,WV,24,92,47
2020-06-24,WY,7,20,25
2020-06-23,AK,14,12,17
2020-06-23,AL,680,864,643
2020-06-23,AR,248,237,595
2020-06-23,AS,,0,0
2020-06-23,AZ,2136,1384,3593
2020-06-23,CA,5065,5580,5019
2020-06-23,CO,249,1438,166
2020-06-23,CT,138,4277,117
2020-06-23,DC,171,537,36
2020-06-23,DE,91,504,27
2020-06-23,FL,,3333,3286
2020-06-23,GA,1056,2688,1750
2020-06-23,GU,0,5,1
2020-06-23,HI,,17,2
2020-06-23,IA,163,688,322
2020-06-23,ID,34,89,248
2020-06-23,IL,1648,6911,601
2020-06-23,IN,736,2569,238
2020-06-23,KS,,259,0
2020-06-23,KY,376,537,302
2020-06-23,LA,646,3134,1356
2020-06-23,MA,953,7890,229
2020-06-23,MD,561,3092,404
2020-06-23,ME,24,102,23
2020-06-23,MI,557,6109,240
2020-06-23,MN,339,1425,242
2020-06-23,MO,595,961,0
2020-06-23,MP,,2,0
2020-06-23,MS,664,989,611
2020-06-23,MT,15,21,3
2020-06-23,NC,915,1251,848
2020-06-23,ND,28,73,7
2020-06-23,NE,135,249,147
2020-06-23,NH,54,339,14
2020-06-23,NJ,1092,12949,319
2020-06-23,NM,139,469,129
2020-06-23,NV,389,492,462
2020-06-23,NY,1104,24766,597
2020-06-23,OH,570,2735,590
2020-06-23,OK,265,371,295
2020-06-23,OR,184,192,191
2020-06-23,PA,738,6464,510
2020-06-23,PR,77,149,121
2020-06-23,RI,105,906,77
2020-06-23,SC,824,673,912
2020-06-23,SD,85,83,27
2020-06-23,TN,721,542,750
2020-06-23,TX,4092,2220,5489
2020-06-23,UT,214,163,394
2020-06-23,VA,847,1645,529
2020-06-23,VI,,6,0
2020-06-23,VT,19,56,1
2020-06-23,WA,204,1276,190
2020-06-23,WI,240,750,297
2020-06-23,WV,21,92,30
2020-06-23,WY,8,20,24
2020-06-22,AK,13,12,6
2020-06-22,AL,658,841,433
2020-06-22,AR,237,227,941
2020-06-22,AS,,0,0
2020-06-22,AZ,1992,1342,2196
2020-06-22,CA,4804,5515,4230
2020-06-22,CO,256,1429,190
2020-06-22,CT,140,4263,27
2020-06-22,DC,155,535,38
2020-06-22,DE,89,504,45
2020-06-22,FL,,3266,2926
2020-06-22,GA,1000,2648,1227
2020-06-22,GU,0,5,2
2020-06-22,HI,,17,11
2020-06-22,IA,169,686,88
2020-06-22,ID,36,89,0
2020-06-22,IL,1628,6875,462
2020-06-22,IN,756,2553,210
2020-06-22,KS,,259,406
2020-06-22,KY,349,526,89
2020-06-22,LA,630,3117,461
2020-06-22,MA,920,7874,149
2020-06-22,MD,602,3074,297
2020-06-22,ME,27,102,14
2020-06-22,MI,557,6097,246
2020-06-22,MN,332,1416,307
2020-06-22,MO,415,961,140
2020-06-22,MP,,2,0
2020-06-22,MS,710,978,1646
2020-06-22,MT,15,21,23
2020-06-22,NC,870,1223,804
2020-06-22,ND,31,72,25
2020-06-22,NE,141,244,103
2020-06-22,NH,55,339,26
2020-06-22,NJ,1033,12895,273
2020-06-22,NM,134,469,0
2020-06-22,NV,373,492,330
2020-06-22,NY,1122,24739,552
2020-06-22,OH,549,2704,729
2020-06-22,OK,197,369,218
2020-06-22,OR,145,192,146
2020-06-22,PA,745,6426,456
2020-06-22,PR,70,149,39
2020-06-22,RI,106,903,59
2020-06-22,SC,731,659,1008
2020-06-22,SD,88,81,29
2020-06-22,TN,664,531,451
2020-06-22,TX,3711,2192,3280
2020-06-22,UT,198,158,444
2020-06-22,VA,848,1620,471
2020-06-22,VI,,6,0
2020-06-22,VT,8,56,4
2020-06-22,WA,205,1270,455
2020-06-22,WI,246,745,263
2020-06-22,WV,21,89,9
2020-06-22,WY,8,20,33
2020-06-21,AK,15,12,12
2020-06-21,AL,593,839,472
2020-06-21,AR,240,224,0
2020-06-21,AS,,0,0
2020-06-21,AZ,1942,1339,2592
2020-06-21,CA,4679,5495,4515
2020-06-21,CO,255,1429,162
2020-06-21,CT,149,4260,40
2020-06-21,DC,168,533,36
2020-06-21,DE,79,504,94
2020-06-21,FL,,3254,3494
2020-06-21,GA,944,2643,892
2020-06-21,GU,0,5,0
2020-06-21,HI,,17,14
2020-06-21,IA,170,685,467
2020-06-21,ID,41,89,135
2020-06-21,IL,1631,6851,658
2020-06-21,IN,744,2540,362
2020-06-21,KS,,254,0
2020-06-21,KY,354,526,120
2020-06-21,LA,589,3105,393
2020-06-21,MA,927,7858,125
2020-06-21,MD,608,3066,350
2020-06-21,ME,26,102,19
2020-06-21,MI,324,6090,166
2020-06-21,MN,322,1412,453
2020-06-21,MO,415,956,413
2020-06-21,MP,,2,0
2020-06-21,MS,689,938,0
2020-06-21,MT,15,20,19
2020-06-21,NC,845,1220,1412
2020-06-21,ND,31,71,37
2020-06-21,NE,140,244,116
2020-06-21,NH,55,339,32
2020-06-21,NJ,1105,12870,308
2020-06-21,NM,134,469,305
2020-06-21,NV,370,492,274
2020-06-21,NY,1142,24725,664
2020-06-21,OH,496,2700,546
2020-06-21,OK,197,369,478
2020-06-21,OR,154,190,187
2020-06-21,PA,735,6423,464
2020-06-21,PR,71,149,62
2020-06-21,RI,123,894,27
2020-06-21,SC,692,653,907
2020-06-21,SD,89,81,72
2020-06-21,TN,605,526,656
2020-06-21,TX,3409,2182,3866
2020-06-21,UT,222,158,394
2020-06-21,VA,863,1611,551
2020-06-21,VI,,6,2
2020-06-21,VT,11,56,12
2020-06-21,WA,267,1265,-455
2020-06-21,WI,242,744,289
2020-06-21,WV,23,89,57
2020-06-21,WY,8,20,18
2020-06-20,AK,16,12,21
2020-06-20,AL,628,838,547
2020-06-20,AR,224,224,511
2020-06-20,AS,,0,0
2020-06-20,AZ,1938,1338,3109
2020-06-20,CA,4582,5424,3893
2020-06-20,CO,250,1429,286
2020-06-20,CT,150,4251,158
2020-06-20,DC,177,531,32
2020-06-20,DE,75,504,70
2020-06-20,FL,,3237,4049
2020-06-20,GA,944,2642,1800
2020-06-20,GU,0,5,22
2020-06-20,HI,,17,27
2020-06-20,IA,182,681,221
2020-06-20,ID,33,89,128
2020-06-20,IL,1696,6829,634
2020-06-20,IN,768,2536,315
2020-06-20,KS,,254,0
2020-06-20,KY,354,524,176
2020-06-20,LA,574,3104,870
2020-06-20,MA,964,7828,286
2020-06-20,MD,644,3052,408
2020-06-20,ME,29,102,25
2020-06-20,MI,557,6087,448
2020-06-20,MN,324,1404,436
2020-06-20,MO,415,955,389
2020-06-20,MP,,2,0
2020-06-20,MS,465,938,0
2020-06-20,MT,10,20,32
2020-06-20,NC,883,1212,1549
2020-06-20,ND,28,71,25
2020-06-20,NE,141,244,176
2020-06-20,NH,61,337,36
2020-06-20,NJ,1125,12857,338
2020-06-20,NM,147,464,107
2020-06-20,NV,370,491,445
2020-06-20,NY,1220,24710,716
2020-06-20,OH,482,2697,531
2020-06-20,OK,197,368,331
2020-06-20,OR,154,189,178
2020-06-20,PA,715,6419,504
2020-06-20,PR,83,147,268
2020-06-20,RI,123,894,36
2020-06-20,SC,673,644,1155
2020-06-20,SD,91,81,67
2020-06-20,TN,588,524,429
2020-06-20,TX,3247,2165,4430
2020-06-20,UT,232,155,643
2020-06-20,VA,880,1607,650
2020-06-20,VI,,6,0
2020-06-20,VT,9,56,3
2020-06-20,WA,245,1255,14
2020-06-20,WI,239,744,413
2020-06-20,WV,22,88,51
2020-06-20,WY,8,20,6
2020-06-19,AK,18,12,14
2020-06-19,AL,674,822,796
2020-06-19,AR,224,214,703
2020-06-19,AS,,0,0
2020-06-19,AZ,1832,1312,3246
2020-06-19,CA,4587,5360,4317
2020-06-19,CO,270,1417,228
2020-06-19,CT,172,4238,117
2020-06-19,DC,184,530,49
2020-06-19,DE,75,504,112
2020-06-19,FL,,3197,3822
2020-06-19,GA,937,2636,1097
2020-06-19,GU,0,5,7
2020-06-19,HI,,17,18
2020-06-19,IA,197,681,421
2020-06-19,ID,28,89,111
2020-06-19,IL,1837,6718,831
2020-06-19,IN,773,2516,308
2020-06-19,KS,,254,378
2020-06-19,KY,339,522,257
2020-06-19,LA,561,3084,-119
2020-06-19,MA,994,7800,228
2020-06-19,MD,648,3030,319
2020-06-19,ME,26,102,35
2020-06-19,MI,557,6067,299
2020-06-19,MN,339,1393,356
2020-06-19,MO,594,948,293
2020-06-19,MP,,2,0
2020-06-19,MS,661,938,0
2020-06-19,MT,9,20,11
2020-06-19,NC,871,1197,1652
2020-06-19,ND,26,71,33
2020-06-19,NE,149,240,189
2020-06-19,NH,56,331,14
2020-06-19,NJ,1177,12835,389
2020-06-19,NM,157,456,88
2020-06-19,NV,370,491,410
2020-06-19,NY,1284,24686,796
2020-06-19,OH,525,2667,609
2020-06-19,OK,211,367,352
2020-06-19,OR,154,188,206
2020-06-19,PA,731,6399,526
2020-06-19,PR,78,147,84
2020-06-19,RI,123,894,59
2020-06-19,SC,660,639,1083
2020-06-19,SD,95,81,49
2020-06-19,TN,635,515,1188
2020-06-19,TX,3148,2140,3454
2020-06-19,UT,237,155,586
2020-06-19,VA,862,1602,555
2020-06-19,VI,,6,1
2020-06-19,VT,8,56,9
2020-06-19,WA,276,1245,91
2020-06-19,WI,240,730,323
2020-06-19,WV,22,88,17
2020-06-19,WY,8,20,29
2020-06-18,AK,18,12,12
2020-06-18,AL,663,810,894
2020-06-18,AR,226,208,322
2020-06-18,AS,,0,0
2020-06-18,AZ,1667,1271,2519
2020-06-18,CA,4584,5290,4084
2020-06-18,CO,270,1402,231
2020-06-18,CT,176,4226,11
2020-06-18,DC,189,527,56
2020-06-18,DE,79,502,55
2020-06-18,FL,,3154,3207
2020-06-18,GA,921,2605,882
2020-06-18,GU,0,5,5
2020-06-18,HI,,17,4
2020-06-18,IA,188,679,393
2020-06-18,ID,23,88,92
2020-06-18,IL,1878,6718,593
2020-06-18,IN,754,2491,425
2020-06-18,KS,,247,0
2020-06-18,KY,400,520,202
2020-06-18,LA,585,3062,0
2020-06-18,MA,968,7770,271
2020-06-18,MD,660,3016,260
2020-06-18,ME,27,102,42
2020-06-18,MI,557,6061,301
2020-06-18,MN,345,1376,379
2020-06-18,MO,533,946,283
2020-06-18,MP,,2,0
2020-06-18,MS,668,938,0
2020-06-18,MT,8,20,25
2020-06-18,NC,857,1175,1333
2020-06-18,ND,26,70,27
2020-06-18,NE,156,234,195
2020-06-18,NH,56,330,72
2020-06-18,NJ,1258,12800,404
2020-06-18,NM,161,452,132
2020-06-18,NV,357,489,234
2020-06-18,NY,1358,24661,618
2020-06-18,OH,547,2633,700
2020-06-18,OK,197,366,450
2020-06-18,OR,141,187,148
2020-06-18,PA,740,6361,418
2020-06-18,PR,73,147,108
2020-06-18,RI,126,885,71
2020-06-18,SC,626,621,992
2020-06-18,SD,93,78,59
2020-06-18,TN,617,509,686
2020-06-18,TX,2947,2105,3516
2020-06-18,UT,282,152,495
2020-06-18,VA,857,1586,463
2020-06-18,VI,,6,0
2020-06-18,VT,11,56,5
2020-06-18,WA,263,1226,320
2020-06-18,WI,240,719,461
2020-06-18,WV,25,88,42
2020-06-18,WY,8,18,30
2020-06-17,AK,23,12,20
2020-06-17,AL,677,790,400
2020-06-17,AR,217,197,415
2020-06-17,AS,,0,0
2020-06-17,AZ,1582,1239,1827
2020-06-17,CA,4522,5208,3455
2020-06-17,CO,290,1373,143
2020-06-17,CT,186,4219,80
2020-06-17,DC,197,523,29
2020-06-17,DE,83,502,41
2020-06-17,FL,,3110,2610
2020-06-17,GA,881,2575,952
2020-06-17,GU,0,5,2
2020-06-17,HI,,17,4
2020-06-17,IA,188,673,282
2020-06-17,ID,27,88,78
2020-06-17,IL,1878,6666,546
2020-06-17,IN,789,2475,227
2020-06-17,KS,,247,262
2020-06-17,KY,416,518,166
2020-06-17,LA,585,3062,928
2020-06-17,MA,998,7734,266
2020-06-17,MD,702,2996,560
2020-06-17,ME,27,102,17
2020-06-17,MI,562,6036,228
2020-06-17,MN,351,1357,414
2020-06-17,MO,533,909,211
2020-06-17,MP,,2,0
2020-06-17,MS,668,938,489
2020-06-17,MT,5,20,16
2020-06-17,NC,846,1168,1002
2020-06-17,ND,25,70,42
2020-06-17,NE,156,231,180
2020-06-17,NH,62,326,19
2020-06-17,NJ,1352,12769,277
2020-06-17,NM,156,447,88
2020-06-17,NV,360,486,184
2020-06-17,NY,1479,24629,567
2020-06-17,OH,541,2611,412
2020-06-17,OK,181,364,259
2020-06-17,OR,158,183,120
2020-06-17,PA,788,6319,335
2020-06-17,PR,78,147,52
2020-06-17,RI,126,876,51
2020-06-17,SC,607,617,566
2020-06-17,SD,91,78,84
2020-06-17,TN,632,497,313
2020-06-17,TX,2793,2062,3129
2020-06-17,UT,270,149,407
2020-06-17,VA,938,1583,444
2020-06-17,VI,,6,0
2020-06-17,VT,5,55,-1
2020-06-17,WA,256,1231,330
2020-06-17,WI,244,712,285
2020-06-17,WV,23,88,35
2020-06-17,WY,7,18,25
2020-06-16,AK,22,12,12
2020-06-16,AL,678,785,640
2020-06-16,AR,214,182,274
2020-06-16,AS,,0,0
2020-06-16,AZ,1506,1219,2392
2020-06-16,CA,4462,5121,2108
2020-06-16,CO,276,1373,169
2020-06-16,CT,201,4210,114
2020-06-16,DC,192,520,19
2020-06-16,DE,87,499,63
2020-06-16,FL,,3085,2783
2020-06-16,GA,875,2529,664
2020-06-16,GU,,5,1
2020-06-16,HI,,17,8
2020-06-16,IA,193,669,126
2020-06-16,ID,23,88,63
2020-06-16,IL,1939,6579,623
2020-06-16,IN,860,2447,356
2020-06-16,KS,,245,0
2020-06-16,KY,395,512,182
2020-06-16,LA,588,3042,534
2020-06-16,MA,1045,7665,195
2020-06-16,MD,742,2982,377
2020-06-16,ME,30,101,9
2020-06-16,MI,562,6034,184
2020-06-16,MN,357,1344,189
2020-06-16,MO,524,882,225
2020-06-16,MP,,2,0
2020-06-16,MS,668,915,353
2020-06-16,MT,8,19,5
2020-06-16,NC,829,1154,751
2020-06-16,ND,26,69,23
2020-06-16,NE,160,220,126
2020-06-16,NH,69,320,0
2020-06-16,NJ,1291,12727,323
2020-06-16,NM,161,440,122
2020-06-16,NV,349,485,379
2020-06-16,NY,1538,24608,631
2020-06-16,OH,528,2597,434
2020-06-16,OK,172,363,228
2020-06-16,OR,141,182,278
2020-06-16,PA,800,6276,362
2020-06-16,PR,94,147,61
2020-06-16,RI,129,865,52
2020-06-16,SC,571,607,612
2020-06-16,SD,92,77,38
2020-06-16,TN,621,493,670
2020-06-16,TX,2518,2029,4098
2020-06-16,UT,271,145,329
2020-06-16,VA,904,1570,445
2020-06-16,VI,,6,0
2020-06-16,VT,12,55,3
2020-06-16,WA,235,1221,432
2020-06-16,WI,275,703,298
2020-06-16,WV,24,88,43
2020-06-16,WY,7,18,29
2020-06-15,AK,21,12,3
2020-06-15,AL,546,774,657
2020-06-15,AR,206,182,416
2020-06-15,AS,,0,0
2020-06-15,AZ,1449,1194,1014
2020-06-15,CA,4323,5089,2597
2020-06-15,CO,276,1348,113
2020-06-15,CT,203,4204,147
2020-06-15,DC,191,515,32
2020-06-15,DE,88,498,76
2020-06-15,FL,,3030,1758
2020-06-15,GA,865,2494,733
2020-06-15,GU,,5,0
2020-06-15,HI,,17,5
2020-06-15,IA,197,655,127
2020-06-15,ID,21,87,0
2020-06-15,IL,1961,6507,473
2020-06-15,IN,882,2433,521
2020-06-15,KS,,245,372
2020-06-15,KY,383,505,202
2020-06-15,LA,568,3018,553
2020-06-15,MA,1026,7647,87
2020-06-15,MD,745,2947,331
2020-06-15,ME,31,101,17
2020-06-15,MI,562,6017,31
2020-06-15,MN,353,1335,222
2020-06-15,MO,612,880,379
2020-06-15,MP,,2,0
2020-06-15,MS,661,895,283
2020-06-15,MT,7,19,8
2020-06-15,NC,797,1118,983
2020-06-15,ND,31,68,21
2020-06-15,NE,160,216,92
2020-06-15,NH,69,320,46
2020-06-15,NJ,1342,12676,222
2020-06-15,NM,162,435,102
2020-06-15,NV,346,483,106
2020-06-15,NY,1608,24579,620
